country,year,children,child_mortality,income,life,population,continent
Samoa,1837,6.98,365.0,1490.0,25.4,47000,Oceania
San Marino,1837,,,1500.0,,6260,Europe
Sao Tome and Principe,1837,6.23,383.0,911.0,31.0,25600,Africa
Saudi Arabia,1837,6.86,416.0,2430.0,32.1,2170000,Asia
Senegal,1837,5.7,512.0,541.0,25.2,965000,Africa
Serbia,1837,5.9,374.0,1570.0,35.5,2070000,Europe
Seychelles,1837,5.16,322.0,917.0,37.0,13300,Africa
Sierra Leone,1837,5.72,514.0,799.0,25.1,785000,Africa
Singapore,1837,5.33,392.0,1060.0,34.0,42700,Asia
Slovakia,1837,5.94,363.0,1640.0,36.4,2280000,Europe
Slovenia,1837,4.54,361.0,1620.0,36.6,545000,Europe
Solomon Islands,1837,6.42,505.0,387.0,25.1,68400,Oceania
Somalia,1837,6.87,452.0,719.0,29.4,1250000,Africa
South Africa,1837,6.47,398.0,1780.0,33.5,2260000,Africa
South Sudan,1837,6.64,490.0,552.0,26.7,1140000,Africa
Spain,1837,5.13,451.0,1900.0,29.5,13700000,Europe
Sri Lanka,1837,5.68,410.0,810.0,32.6,1710000,Asia
Sudan,1837,6.64,425.0,564.0,31.4,4420000,Africa
Suriname,1837,6.58,406.0,1840.0,32.9,83200,South America
Swaziland,1837,6.71,414.0,533.0,32.3,70800,Africa
Sweden,1837,4.37,280.0,1650.0,39.6,3050000,Europe
Switzerland,1837,4.14,345.0,3960.0,38.0,2180000,Europe
Syria,1837,6.85,429.0,550.0,31.1,1420000,Asia
Tajikistan,1837,5.87,351.0,617.0,24.2,545000,Asia
Tanzania,1837,6.74,415.0,590.0,32.2,4230000,Africa
Thailand,1837,6.35,438.0,813.0,30.4,4980000,Asia
Togo,1837,6.34,427.0,743.0,31.3,479000,Africa
Tonga,1837,6.51,333.0,704.0,28.2,18500,Oceania
Trinidad and Tobago,1837,4.61,336.0,1350.0,32.9,70600,North America
Tunisia,1837,6.4,460.0,819.0,28.8,1000000,Africa
Turkey,1837,6.92,380.0,1290.0,35.0,10600000,Asia
Turkmenistan,1837,6.22,488.0,1080.0,24.0,429000,Asia
Tuvalu,1837,,,763.0,,2710,Oceania
US,1837,6.24,329.0,2610.0,39.4,16100000,North America
Uganda,1837,6.89,511.0,505.0,25.3,2550000,Africa
Ukraine,1837,7.5,361.0,872.0,36.6,13100000,Europe
United Arab Emirates,1837,6.94,434.0,1150.0,30.7,40200,Asia
United Kingdom,1837,4.79,273.0,3780.0,40.2,25900000,Europe
Uruguay,1837,5.84,406.0,2210.0,32.9,90400,South America
Uzbekistan,1837,5.71,381.0,531.0,26.9,2240000,Asia
Vanuatu,1837,6.6,346.0,622.0,24.3,32800,Oceania
Venezuela,1837,5.76,415.0,2130.0,32.2,1110000,South America
Vietnam,1837,4.7,417.0,767.0,32.0,6230000,Asia
Yemen,1837,6.88,540.0,974.0,23.4,2670000,Asia
Zambia,1837,6.71,410.0,725.0,32.6,1310000,Africa
Zimbabwe,1837,6.75,396.0,908.0,33.7,823000,Africa
Afghanistan,1838,7.0,474.0,643.0,27.8,3550000,Asia
Albania,1838,4.6,375.0,697.0,35.4,474000,Europe
Algeria,1838,6.99,460.0,893.0,28.8,2780000,Africa
Andorra,1838,,,1540.0,,3010,Europe
Angola,1838,6.96,486.0,730.0,27.0,2040000,Africa
Antigua and Barbuda,1838,4.86,348.0,857.0,33.5,37000,North America
Argentina,1838,6.8,402.0,2010.0,33.2,739000,South America
Armenia,1838,7.92,353.0,552.0,34.0,487000,Europe
Australia,1838,5.45,391.0,2120.0,34.0,400000,Oceania
Austria,1838,5.1,390.0,2590.0,34.4,3680000,Europe
Azerbaijan,1838,8.1,355.0,860.0,29.2,1040000,Europe
Bahamas,1838,5.9,339.0,1640.0,35.2,27700,North America
Bahrain,1838,7.01,440.0,1450.0,30.3,64500,Asia
Bangladesh,1838,6.7,508.0,877.0,25.5,21600000,Asia
Barbados,1838,5.38,537.0,1030.0,32.1,111000,North America
Belarus,1838,7.0,366.0,682.0,36.2,2780000,Europe
Belgium,1838,4.98,309.0,2690.0,40.3,4010000,Europe
Belize,1838,6.68,356.0,655.0,26.5,25700,North America
Benin,1838,5.58,430.0,653.0,31.0,725000,Africa
Bhutan,1838,6.67,449.0,654.0,28.8,358000,Asia
Bolivia,1838,6.48,405.0,1120.0,33.0,1260000,South America
Bosnia and Herzegovina,1838,5.91,379.0,735.0,35.1,951000,Europe
Botswana,1838,6.48,397.0,435.0,33.6,105000,Africa
Brazil,1838,6.26,417.0,1120.0,32.0,5990000,South America
Brunei,1838,7.06,455.0,1610.0,29.2,3290,Asia
Bulgaria,1838,5.16,351.0,1190.0,37.5,2370000,Europe
Burkina,1838,6.05,455.0,491.0,29.2,1770000,Africa
Burma (Myanmar),1838,6.03,433.0,594.0,30.8,3760000,Asia
Burundi,1838,6.8,424.0,433.0,31.5,1180000,Africa
CZ,1838,5.14,380.0,2220.0,35.0,6300000,Europe
Cambodia,1838,6.95,380.0,396.0,35.0,2180000,Asia
Cameroon,1838,5.54,460.0,685.0,28.8,2360000,Africa
Canada,1838,5.72,324.0,1910.0,39.9,1580000,North America
Cape Verde,1838,6.49,395.0,573.0,33.8,67400,Africa
Central African Republic,1838,6.51,444.0,464.0,30.0,714000,Africa
Chad,1838,6.06,432.0,457.0,30.9,1690000,Africa
Chile,1838,5.98,417.0,901.0,32.0,1130000,South America
China,1838,5.5,417.0,748.0,32.0,411000000,Asia
Colombia,1838,6.19,417.0,805.0,32.0,1880000,South America
Comoros,1838,6.01,416.0,723.0,32.1,58500,Africa
Congo,1838,5.67,409.0,640.0,32.7,419000,Africa
Costa Rica,1838,6.93,441.0,950.0,30.2,90600,North America
Croatia,1838,5.75,367.0,1560.0,36.1,1440000,Europe
Cuba,1838,5.78,362.0,1160.0,36.5,1010000,North America
Cyprus,1838,6.03,339.0,1060.0,38.5,185000,Europe
Denmark,1838,4.06,240.0,2500.0,43.1,1340000,Europe
Djibouti,1838,6.3,445.0,848.0,29.9,32200,Africa
Dominica,1838,,,751.0,,21800,North America
Dominican Republic,1838,6.16,445.0,738.0,29.9,120000,North America
East Timor,1838,6.52,451.0,562.0,28.9,174000,Asia
Ecuador,1838,6.99,406.0,595.0,32.9,671000,South America
Egypt,1838,6.05,405.0,1730.0,33.0,4450000,Africa
El Salvador,1838,5.9,462.0,1140.0,28.7,313000,North America
Equatorial Guinea,1838,5.51,447.0,374.0,29.8,96200,Africa
Eritrea,1838,6.96,441.0,559.0,30.2,429000,Africa
Estonia,1838,4.54,362.0,1080.0,37.6,415000,Europe
Ethiopia,1838,7.17,448.0,527.0,27.0,15600000,Africa
Fiji,1838,6.45,499.0,837.0,26.1,140000,Oceania
Finland,1838,4.32,364.0,1460.0,40.1,1430000,Europe
France,1838,3.59,287.0,2280.0,39.3,34600000,Europe
Gabon,1838,6.36,436.0,392.0,30.6,231000,Africa
Gambia,1838,6.51,460.0,832.0,28.8,108000,Africa
Georgia,1838,7.8,366.0,593.0,31.9,1260000,Europe
Germany,1838,4.9,482.0,2640.0,38.4,30500000,Europe
Ghana,1838,6.43,471.0,717.0,28.0,1990000,Africa
Greece,1838,6.03,361.0,2690.0,36.6,2730000,Europe
Grenada,1838,5.81,357.0,1040.0,31.4,31500,North America
Guatemala,1838,6.45,503.0,995.0,25.8,694000,North America
Guinea,1838,6.11,445.0,468.0,29.9,1010000,Africa
Guinea-Bissau,1838,7.25,417.0,577.0,32.0,214000,Africa
Guyana,1838,5.01,429.0,1380.0,31.1,103000,South America
Haiti,1838,6.31,486.0,763.0,29.0,845000,North America
Honduras,1838,6.13,393.0,851.0,33.9,239000,North America
Hungary,1838,5.18,368.0,1440.0,36.0,4730000,Europe
Iceland,1838,4.88,383.0,1130.0,32.4,57400,Europe
India,1838,5.95,509.0,788.0,23.9,225000000,Asia
Indonesia,1838,6.07,444.0,946.0,30.0,19700000,Asia
Iran,1838,7.08,506.0,1580.0,25.6,7110000,Asia
Iraq,1838,7.13,428.0,3970.0,31.2,1180000,Asia
Ireland,1838,4.2,348.0,2350.0,38.3,8240000,Europe
Israel,1838,5.51,448.0,884.0,32.0,210000,Asia
Italy,1838,5.47,452.0,3060.0,29.7,22600000,Europe
Jamaica,1838,5.13,390.0,1180.0,34.2,379000,North America
Japan,1838,4.54,363.0,1060.0,36.4,31600000,Asia
Jordan,1838,6.97,421.0,1230.0,31.7,264000,Asia
Kazakhstan,1838,6.45,497.0,1310.0,26.2,2410000,Asia
Kenya,1838,6.91,508.0,961.0,25.5,3150000,Africa
Kiribati,1838,5.67,394.0,570.0,24.9,19500,Oceania
"Korea, North",1838,6.1,500.0,246.0,26.0,4400000,Asia
"Korea, South",1838,6.0,503.0,463.0,25.8,9480000,Asia
Kuwait,1838,6.87,500.0,1270.0,26.0,81300,Asia
Kyrgyzstan,1838,6.58,380.0,597.0,23.9,625000,Asia
Laos,1838,6.13,419.0,905.0,31.9,557000,Asia
Latvia,1838,4.9,405.0,864.0,33.0,792000,Europe
Lebanon,1838,5.74,448.0,2470.0,29.7,378000,Asia
Lesotho,1838,5.84,407.0,359.0,32.8,212000,Africa
Liberia,1838,6.19,429.0,839.0,31.1,323000,Africa
Libya,1838,7.2,405.0,1310.0,33.1,255000,Africa
Liechtenstein,1838,,,,,6590,Europe
Lithuania,1838,5.51,459.0,1460.0,28.9,1010000,Europe
Luxembourg,1838,4.65,357.0,1800.0,36.9,178000,Europe
Macedonia,1838,5.9,391.0,802.0,36.1,459000,Europe
Madagascar,1838,6.89,437.0,627.0,30.5,2200000,Africa
Malawi,1838,6.78,440.0,352.0,30.3,1670000,Africa
Malaysia,1838,5.45,436.0,1160.0,30.6,415000,Asia
Maldives,1838,5.98,432.0,843.0,32.6,47100,Asia
Mali,1838,6.23,494.0,608.0,26.4,1460000,Africa
Malta,1838,5.49,429.0,924.0,28.7,149000,Europe
Marshall Islands,1838,,,552.0,,8820,Oceania
Mauritania,1838,6.34,417.0,577.0,32.0,323000,Africa
Mauritius,1838,5.03,428.0,1030.0,31.9,110000,Africa
Mexico,1838,6.8,487.0,1230.0,26.9,6910000,North America
Micronesia,1838,6.02,351.0,530.0,26.7,17900,Oceania
Moldova,1838,6.39,370.0,687.0,33.1,840000,Europe
Monaco,1838,,,2470.0,,9670,Europe
Mongolia,1838,5.94,420.0,612.0,31.8,636000,Asia
Montenegro,1838,5.9,375.0,1230.0,35.4,168000,Europe
Morocco,1838,6.5,403.0,775.0,33.1,2780000,Africa
Mozambique,1838,6.63,440.0,399.0,30.3,3430000,Africa
Namibia,1838,5.96,412.0,709.0,32.4,138000,Africa
Nauru,1838,,,606.0,,1860,Oceania
Nepal,1838,6.15,407.0,621.0,32.8,4160000,Asia
Netherlands,1838,5.11,277.0,4050.0,39.9,2830000,Europe
New Zealand,1838,5.25,391.0,662.0,34.0,75300,Oceania
Nicaragua,1838,6.16,509.0,1180.0,25.4,248000,North America
Niger,1838,6.83,433.0,488.0,30.8,938000,Africa
Nigeria,1838,6.55,438.0,958.0,30.4,12900000,Africa
Norway,1838,4.36,215.0,2800.0,42.9,1220000,Europe
Oman,1838,6.88,414.0,989.0,32.3,335000,Asia
Pakistan,1838,6.59,502.0,1020.0,25.8,14500000,Asia
Palau,1838,,,894.0,,4230,Oceania
Panama,1838,5.36,406.0,1040.0,32.9,99600,North America
Papua New Guinea,1838,6.23,424.0,582.0,31.5,760000,Oceania
Paraguay,1838,6.49,374.0,1050.0,35.5,245000,South America
Peru,1838,6.82,372.0,858.0,35.7,1970000,South America
Philippines,1838,6.01,432.0,1120.0,30.9,2990000,Asia
Poland,1838,6.03,369.0,1120.0,35.9,11900000,Europe
Portugal,1838,4.5,373.0,1670.0,35.6,3660000,Europe
Qatar,1838,6.97,433.0,1270.0,30.8,14100,Asia
Romania,1838,5.22,372.0,483.0,35.7,7310000,Europe
Russian Federation,1838,7.0,419.0,1650.0,29.6,37000000,Asia
Rwanda,1838,7.07,420.0,452.0,31.8,1250000,Africa
Saint Kitts and Nevis,1838,,,1320.0,,23400,North America
Saint Lucia,1838,5.53,363.0,930.0,28.0,24000,North America
Saint Vincent and the Grenadines,1838,6.54,373.0,949.0,26.0,28200,North America
Samoa,1838,6.98,362.0,1490.0,25.4,47000,Oceania
San Marino,1838,,,1500.0,,6310,Europe
Sao Tome and Principe,1838,6.23,381.0,912.0,31.0,25800,Africa
Saudi Arabia,1838,6.86,416.0,2430.0,32.1,2180000,Asia
Senegal,1838,5.7,512.0,544.0,25.2,962000,Africa
Serbia,1838,5.9,374.0,1580.0,35.5,2070000,Europe
Seychelles,1838,5.16,319.0,920.0,37.0,13300,Africa
Sierra Leone,1838,5.72,514.0,803.0,25.1,785000,Africa
Singapore,1838,5.33,392.0,1070.0,34.0,43600,Asia
Slovakia,1838,5.94,363.0,1660.0,36.4,2290000,Europe
Slovenia,1838,4.53,361.0,1640.0,36.6,550000,Europe
Solomon Islands,1838,6.42,505.0,388.0,25.1,69200,Oceania
Somalia,1838,6.87,452.0,719.0,29.4,1260000,Africa
South Africa,1838,6.47,398.0,1770.0,33.5,2310000,Africa
South Sudan,1838,6.64,490.0,555.0,26.7,1140000,Africa
Spain,1838,5.13,451.0,1910.0,29.5,13800000,Europe
Sri Lanka,1838,5.68,410.0,811.0,32.6,1740000,Asia
Sudan,1838,6.64,425.0,567.0,31.4,4440000,Africa
Suriname,1838,6.58,406.0,1850.0,32.9,83400,South America
Swaziland,1838,6.71,414.0,536.0,32.3,70500,Africa
Sweden,1838,4.17,254.0,1620.0,40.0,3070000,Europe
Switzerland,1838,4.14,345.0,4040.0,38.0,2200000,Europe
Syria,1838,6.85,429.0,553.0,31.1,1420000,Asia
Tajikistan,1838,5.87,351.0,620.0,24.2,550000,Asia
Tanzania,1838,6.74,415.0,592.0,32.2,4310000,Africa
Thailand,1838,6.35,438.0,814.0,30.4,5000000,Asia
Togo,1838,6.34,427.0,747.0,31.3,481000,Africa
Tonga,1838,6.51,331.0,706.0,28.2,18500,Oceania
Trinidad and Tobago,1838,4.62,336.0,1360.0,32.9,71300,North America
Tunisia,1838,6.4,460.0,825.0,28.8,1010000,Africa
Turkey,1838,6.92,380.0,1290.0,35.0,10700000,Asia
Turkmenistan,1838,6.22,488.0,1090.0,24.0,433000,Asia
Tuvalu,1838,,,766.0,,2730,Oceania
US,1838,6.22,329.0,2590.0,39.4,16500000,North America
Uganda,1838,6.89,511.0,507.0,25.3,2580000,Africa
Ukraine,1838,7.5,361.0,878.0,36.6,13200000,Europe
United Arab Emirates,1838,6.94,434.0,1150.0,30.7,40200,Asia
United Kingdom,1838,4.78,268.0,3890.0,40.3,26200000,Europe
Uruguay,1838,5.84,406.0,2220.0,32.9,93100,South America
Uzbekistan,1838,5.71,381.0,532.0,26.9,2260000,Asia
Vanuatu,1838,6.6,344.0,624.0,24.3,33100,Oceania
Venezuela,1838,5.77,415.0,1910.0,32.2,1150000,South America
Vietnam,1838,4.7,417.0,766.0,32.0,6210000,Asia
Yemen,1838,6.88,540.0,976.0,23.4,2680000,Asia
Zambia,1838,6.71,410.0,727.0,32.6,1330000,Africa
Zimbabwe,1838,6.75,396.0,910.0,33.7,810000,Africa
Afghanistan,1839,7.0,474.0,645.0,27.8,3570000,Asia
Albania,1839,4.6,375.0,699.0,35.4,476000,Europe
Algeria,1839,6.99,460.0,903.0,28.8,2780000,Africa
Andorra,1839,,,1550.0,,3030,Europe
Angola,1839,6.96,486.0,733.0,27.0,2070000,Africa
Antigua and Barbuda,1839,4.86,345.0,863.0,33.5,37000,North America
Argentina,1839,6.8,402.0,2020.0,33.2,756000,South America
Armenia,1839,7.92,353.0,554.0,34.0,492000,Europe
Australia,1839,5.41,391.0,1980.0,34.0,411000,Oceania
Austria,1839,5.1,414.0,2610.0,34.4,3700000,Europe
Azerbaijan,1839,8.1,355.0,865.0,29.2,1050000,Europe
Bahamas,1839,5.9,336.0,1650.0,35.2,27800,North America
Bahrain,1839,7.01,440.0,1460.0,30.3,64500,Asia
Bangladesh,1839,6.7,508.0,877.0,25.5,21700000,Asia
Barbados,1839,5.37,539.0,1040.0,32.1,113000,North America
Belarus,1839,7.0,366.0,686.0,36.2,2800000,Europe
Belgium,1839,4.99,301.0,2700.0,40.3,4050000,Europe
Belize,1839,6.68,353.0,660.0,26.5,25800,North America
Benin,1839,5.58,430.0,656.0,31.0,731000,Africa
Bhutan,1839,6.67,449.0,655.0,28.8,357000,Asia
Bolivia,1839,6.48,405.0,1140.0,33.0,1270000,South America
Bosnia and Herzegovina,1839,5.91,379.0,739.0,35.1,957000,Europe
Botswana,1839,6.48,397.0,437.0,33.6,104000,Africa
Brazil,1839,6.26,417.0,1120.0,32.0,6080000,South America
Brunei,1839,7.06,455.0,1620.0,29.2,3360,Asia
Bulgaria,1839,5.16,351.0,1200.0,37.5,2380000,Europe
Burkina,1839,6.05,455.0,491.0,29.2,1780000,Africa
Burma (Myanmar),1839,6.03,433.0,594.0,30.8,3770000,Asia
Burundi,1839,6.8,424.0,433.0,31.5,1200000,Africa
CZ,1839,5.14,380.0,2240.0,35.0,6340000,Europe
Cambodia,1839,6.95,380.0,397.0,35.0,2180000,Asia
Cameroon,1839,5.54,460.0,688.0,28.8,2390000,Africa
Canada,1839,5.72,321.0,1940.0,40.1,1640000,North America
Cape Verde,1839,6.49,395.0,575.0,33.8,68100,Africa
Central African Republic,1839,6.51,444.0,466.0,30.0,730000,Africa
Chad,1839,6.06,432.0,460.0,30.9,1700000,Africa
Chile,1839,5.98,417.0,892.0,32.0,1160000,South America
China,1839,5.5,417.0,742.0,32.0,412000000,Asia
Colombia,1839,6.19,417.0,803.0,32.0,1900000,South America
Comoros,1839,6.01,416.0,724.0,32.1,58600,Africa
Congo,1839,5.67,409.0,642.0,32.7,426000,Africa
Costa Rica,1839,6.93,441.0,961.0,30.2,92100,North America
Croatia,1839,5.75,367.0,1580.0,36.1,1450000,Europe
Cuba,1839,5.78,361.0,1160.0,36.6,1010000,North America
Cyprus,1839,6.03,339.0,1070.0,38.5,185000,Europe
Denmark,1839,4.08,267.0,2510.0,41.9,1350000,Europe
Djibouti,1839,6.3,445.0,851.0,29.9,32800,Africa
Dominica,1839,,,756.0,,21900,North America
Dominican Republic,1839,6.16,445.0,742.0,29.9,122000,North America
East Timor,1839,6.52,451.0,563.0,28.9,176000,Asia
Ecuador,1839,6.99,406.0,599.0,32.9,682000,South America
Egypt,1839,6.05,405.0,1740.0,33.0,4480000,Africa
El Salvador,1839,5.9,462.0,1150.0,28.7,317000,North America
Equatorial Guinea,1839,5.51,447.0,374.0,29.8,97100,Africa
Eritrea,1839,6.96,441.0,560.0,30.2,447000,Africa
Estonia,1839,4.51,362.0,1090.0,37.3,420000,Europe
Ethiopia,1839,7.17,448.0,528.0,29.7,15800000,Africa
Fiji,1839,6.45,499.0,840.0,26.1,140000,Oceania
Finland,1839,4.47,357.0,1460.0,42.7,1440000,Europe
France,1839,3.57,268.0,2200.0,40.9,34700000,Europe
Gabon,1839,6.35,436.0,393.0,30.6,236000,Africa
Gambia,1839,6.51,460.0,832.0,28.8,109000,Africa
Georgia,1839,7.8,366.0,596.0,31.9,1280000,Europe
Germany,1839,4.9,463.0,2660.0,38.4,30800000,Europe
Ghana,1839,6.43,471.0,718.0,28.0,1990000,Africa
Greece,1839,6.03,361.0,2440.0,36.6,2750000,Europe
Grenada,1839,5.81,355.0,1040.0,32.4,31600,North America
Guatemala,1839,6.45,503.0,1000.0,25.8,701000,North America
Guinea,1839,6.11,445.0,469.0,29.9,1010000,Africa
Guinea-Bissau,1839,7.25,417.0,578.0,32.0,213000,Africa
Guyana,1839,5.01,429.0,1380.0,31.1,102000,South America
Haiti,1839,6.31,486.0,771.0,29.0,853000,North America
Honduras,1839,6.13,393.0,862.0,33.9,247000,North America
Hungary,1839,5.18,368.0,1450.0,36.0,4760000,Europe
Iceland,1839,4.88,439.0,1140.0,27.9,57300,Europe
India,1839,5.95,509.0,788.0,25.4,226000000,Asia
Indonesia,1839,6.07,444.0,928.0,30.0,19900000,Asia
Iran,1839,7.08,506.0,1580.0,25.6,7140000,Asia
Iraq,1839,7.13,428.0,3980.0,31.2,1190000,Asia
Ireland,1839,4.2,348.0,2350.0,38.3,8250000,Europe
Israel,1839,5.5,448.0,885.0,32.0,210000,Asia
Italy,1839,5.47,452.0,3040.0,29.7,22800000,Europe
Jamaica,1839,5.13,390.0,1170.0,34.2,379000,North America
Japan,1839,4.55,363.0,1060.0,36.4,31600000,Asia
Jordan,1839,6.97,421.0,1240.0,31.7,266000,Asia
Kazakhstan,1839,6.45,497.0,1320.0,26.2,2430000,Asia
Kenya,1839,6.91,508.0,964.0,25.5,3160000,Africa
Kiribati,1839,5.67,393.0,570.0,24.9,19600,Oceania
"Korea, North",1839,6.1,500.0,246.0,26.0,4410000,Asia
"Korea, South",1839,6.0,503.0,463.0,25.8,9490000,Asia
Kuwait,1839,6.87,500.0,1270.0,26.0,81300,Asia
Kyrgyzstan,1839,6.58,380.0,602.0,23.9,631000,Asia
Laos,1839,6.13,419.0,907.0,31.9,563000,Asia
Latvia,1839,4.89,405.0,869.0,33.0,805000,Europe
Lebanon,1839,5.74,448.0,2480.0,29.7,381000,Asia
Lesotho,1839,5.84,407.0,359.0,32.8,209000,Africa
Liberia,1839,6.19,429.0,841.0,31.1,324000,Africa
Libya,1839,7.2,405.0,1330.0,33.1,256000,Africa
Liechtenstein,1839,,,,,6640,Europe
Lithuania,1839,5.5,459.0,1470.0,28.9,1030000,Europe
Luxembourg,1839,4.64,357.0,1820.0,36.9,179000,Europe
Macedonia,1839,5.9,391.0,808.0,36.1,463000,Europe
Madagascar,1839,6.89,437.0,630.0,30.5,2230000,Africa
Malawi,1839,6.78,440.0,352.0,30.3,1700000,Africa
Malaysia,1839,5.45,436.0,1160.0,30.6,423000,Asia
Maldives,1839,5.98,432.0,843.0,32.6,47400,Asia
Mali,1839,6.23,494.0,608.0,26.4,1470000,Africa
Malta,1839,5.49,428.0,933.0,28.7,150000,Europe
Marshall Islands,1839,,,552.0,,9020,Oceania
Mauritania,1839,6.34,417.0,580.0,32.0,320000,Africa
Mauritius,1839,5.03,428.0,1030.0,24.8,113000,Africa
Mexico,1839,6.8,487.0,1240.0,26.9,6970000,North America
Micronesia,1839,6.02,348.0,530.0,26.7,18000,Oceania
Moldova,1839,6.39,369.0,690.0,33.1,848000,Europe
Monaco,1839,,,2500.0,,9790,Europe
Mongolia,1839,5.94,420.0,613.0,31.8,637000,Asia
Montenegro,1839,5.9,375.0,1240.0,35.4,170000,Europe
Morocco,1839,6.5,403.0,779.0,33.1,2790000,Africa
Mozambique,1839,6.63,440.0,399.0,30.3,3520000,Africa
Namibia,1839,5.96,412.0,719.0,32.4,136000,Africa
Nauru,1839,,,609.0,,1860,Oceania
Nepal,1839,6.15,407.0,621.0,32.8,4170000,Asia
Netherlands,1839,5.11,272.0,4050.0,39.9,2860000,Europe
New Zealand,1839,5.25,391.0,662.0,34.0,73500,Oceania
Nicaragua,1839,6.16,509.0,1190.0,25.4,252000,North America
Niger,1839,6.83,433.0,490.0,30.8,943000,Africa
Nigeria,1839,6.55,438.0,962.0,30.4,13000000,Africa
Norway,1839,3.84,257.0,2830.0,43.0,1230000,Europe
Oman,1839,6.88,414.0,994.0,32.3,336000,Asia
Pakistan,1839,6.59,502.0,1020.0,25.8,14500000,Asia
Palau,1839,,,897.0,,4250,Oceania
Panama,1839,5.36,406.0,1050.0,32.9,100000,North America
Papua New Guinea,1839,6.23,424.0,584.0,31.5,760000,Oceania
Paraguay,1839,6.49,374.0,1060.0,35.5,252000,South America
Peru,1839,6.82,372.0,841.0,35.7,2060000,South America
Philippines,1839,5.96,432.0,1120.0,30.9,3040000,Asia
Poland,1839,6.43,369.0,1120.0,35.9,12000000,Europe
Portugal,1839,4.5,373.0,1670.0,35.6,3680000,Europe
Qatar,1839,6.97,433.0,1270.0,30.8,14100,Asia
Romania,1839,5.22,372.0,490.0,35.7,7370000,Europe
Russian Federation,1839,7.0,419.0,1660.0,29.6,37300000,Asia
Rwanda,1839,7.07,420.0,453.0,31.8,1270000,Africa
Saint Kitts and Nevis,1839,,,1330.0,,23800,North America
Saint Lucia,1839,5.53,361.0,933.0,28.0,24000,North America
Saint Vincent and the Grenadines,1839,6.54,371.0,955.0,26.0,28400,North America
Samoa,1839,6.98,360.0,1500.0,25.4,47000,Oceania
San Marino,1839,,,1500.0,,6360,Europe
Sao Tome and Principe,1839,6.23,380.0,914.0,31.0,26000,Africa
Saudi Arabia,1839,6.86,416.0,2440.0,32.1,2180000,Asia
Senegal,1839,5.7,512.0,546.0,25.2,960000,Africa
Serbia,1839,5.9,374.0,1590.0,35.5,2070000,Europe
Seychelles,1839,5.16,316.0,924.0,37.0,13400,Africa
Sierra Leone,1839,5.72,514.0,807.0,25.1,784000,Africa
Singapore,1839,5.33,392.0,1070.0,34.0,44600,Asia
Slovakia,1839,5.94,363.0,1670.0,36.4,2300000,Europe
Slovenia,1839,4.52,361.0,1650.0,36.6,555000,Europe
Solomon Islands,1839,6.42,505.0,389.0,25.1,69900,Oceania
Somalia,1839,6.87,452.0,720.0,29.4,1280000,Africa
South Africa,1839,6.47,398.0,1760.0,33.5,2360000,Africa
South Sudan,1839,6.64,490.0,558.0,26.7,1150000,Africa
Spain,1839,5.13,451.0,1920.0,29.5,13800000,Europe
Sri Lanka,1839,5.68,410.0,812.0,32.6,1780000,Asia
Sudan,1839,6.64,425.0,570.0,31.4,4460000,Africa
Suriname,1839,6.58,406.0,1870.0,32.9,83500,South America
Swaziland,1839,6.71,414.0,538.0,32.3,70100,Africa
Sweden,1839,4.18,252.0,1640.0,39.9,3100000,Europe
Switzerland,1839,4.14,345.0,4130.0,38.0,2210000,Europe
Syria,1839,6.85,429.0,556.0,31.1,1430000,Asia
Tajikistan,1839,5.87,350.0,624.0,24.2,555000,Asia
Tanzania,1839,6.74,415.0,593.0,32.2,4400000,Africa
Thailand,1839,6.35,438.0,815.0,30.4,5020000,Asia
Togo,1839,6.34,427.0,750.0,31.3,483000,Africa
Tonga,1839,6.51,328.0,709.0,28.2,18500,Oceania
Trinidad and Tobago,1839,4.63,336.0,1370.0,33.9,72000,North America
Tunisia,1839,6.4,460.0,832.0,28.8,1020000,Africa
Turkey,1839,6.92,380.0,1300.0,35.0,10700000,Asia
Turkmenistan,1839,6.22,488.0,1090.0,24.0,437000,Asia
Tuvalu,1839,,,769.0,,2740,Oceania
US,1839,6.2,329.0,2720.0,39.4,17000000,North America
Uganda,1839,6.89,511.0,510.0,25.3,2610000,Africa
Ukraine,1839,7.5,361.0,883.0,36.6,13300000,Europe
United Arab Emirates,1839,6.94,434.0,1150.0,30.7,40200,Asia
United Kingdom,1839,4.93,262.0,3810.0,40.9,26400000,Europe
Uruguay,1839,5.84,406.0,2240.0,32.9,95800,South America
Uzbekistan,1839,5.71,381.0,534.0,26.9,2280000,Asia
Vanuatu,1839,6.6,342.0,626.0,24.3,33500,Oceania
Venezuela,1839,5.77,415.0,1780.0,32.2,1180000,South America
Vietnam,1839,4.7,417.0,766.0,32.0,6200000,Asia
Yemen,1839,6.88,540.0,979.0,23.4,2680000,Asia
Zambia,1839,6.71,410.0,729.0,32.6,1350000,Africa
Zimbabwe,1839,6.75,396.0,911.0,33.7,797000,Africa
Afghanistan,1840,7.0,474.0,647.0,27.8,3590000,Asia
Albania,1840,4.6,375.0,700.0,35.4,478000,Europe
Algeria,1840,6.99,460.0,912.0,28.8,2790000,Africa
Andorra,1840,,,1570.0,,3060,Europe
Angola,1840,6.96,486.0,736.0,27.0,2100000,Africa
Antigua and Barbuda,1840,4.85,342.0,868.0,33.5,37000,North America
Argentina,1840,6.8,402.0,2040.0,33.2,776000,South America
